"Pozycja (x, y)","Prędkość (Vx, Vy)",Masa,"Siła (Fx, Fy)","Przyspieszenie (Ax, Ay)"
[ 1.21317941e+33 -2.40315597e+33],[ 1.22543375e+26 -2.42743028e+26],1e+30,[4.15923362e-16 3.90340537e-15],[4.15923362e-46 3.90340537e-45]
[-4.88369918e+33 -4.13240114e+33],[-4.93302947e+26 -4.17414257e+26],1e+30,[8.35752171e-16 8.20544415e-16],[8.35752171e-46 8.20544415e-46]
[4.51200728e+33 7.34929381e+32],[4.55758312e+26 7.42352911e+25],1e+30,[-4.58937877e-15 -1.48643070e-15],[-4.58937877e-45 -1.48643070e-45]
[-3.44244256e+33  3.34423031e+32],[-3.47721471e+26  3.37801042e+25],1e+30,[ 4.46866721e-15 -8.12622761e-16],[ 4.46866721e-45 -8.12622761e-46]
[1.57733760e+33 4.05290384e+32],[1.59327031e+26 4.09384225e+25],1e+30,[ 2.78603841e-14 -2.10133144e-14],[ 2.78603841e-44 -2.10133144e-44]
[-1.82057536e+33  1.50080153e+33],[-1.83896501e+26  1.51596115e+26],1e+30,[ 5.31081495e-15 -4.31503190e-15],[ 5.31081495e-45 -4.31503190e-45]
[ 4.58093366e+32 -3.84833444e+32],[ 4.62720569e+25 -3.88720649e+25],1e+30,[-1.82686657e-16  1.85189909e-15],[-1.82686657e-46  1.85189909e-45]
[-1.00656628e+31 -2.91640010e+33],[-1.01673357e+24 -2.94585868e+26],1e+30,[-1.19392275e-16  1.26851306e-15],[-1.19392275e-46  1.26851306e-45]
[ 6.70852002e+32 -2.78319703e+32],[ 6.77628285e+25 -2.81131013e+25],1e+30,[-4.46197742e-15 -4.93430547e-15],[-4.46197742e-45 -4.93430547e-45]
[-1.79928442e+34 -5.65564224e+33],[-1.81745901e+27 -5.71276994e+26],1e+30,[ 1.74709113e-16 -1.21060029e-17],[ 1.74709113e-46 -1.21060029e-47]
[-2.05289385e+33 -2.70708670e+33],[-2.07363014e+26 -2.73443101e+26],1e+30,[4.74539016e-15 8.64509388e-16],[4.74539016e-45 8.64509388e-46]
[-1.07205790e+32  9.66542995e+32],[-1.08288677e+25  9.76306056e+25],1e+30,[1.08514827e-15 3.17384507e-16],[1.08514827e-45 3.17384507e-46]
[-1.86825517e+33  2.00679537e+33],[-1.88712643e+26  2.02706603e+26],1e+30,[ 2.60589804e-15 -1.56973700e-15],[ 2.60589804e-45 -1.56973700e-45]
[2.34079864e+32 2.57486121e+33],[2.36444314e+25 2.60086990e+26],1e+30,[-8.48461503e-16 -2.02295929e-15],[-8.48461503e-46 -2.02295929e-45]
[-5.04414914e+32 -3.36378449e+33],[-5.09510014e+25 -3.39776211e+26],1e+30,[-5.37046666e-15  1.03503067e-14],[-5.37046666e-45  1.03503067e-44]
[-1.63173772e+33 -6.68073679e+33],[-1.64821992e+26 -6.74821898e+26],1e+30,[ 7.92022570e-14 -1.48492727e-14],[ 7.92022570e-44 -1.48492727e-44]
[3.38935153e+33 4.21628386e+33],[3.42358740e+26 4.25887259e+26],1e+30,[-1.39210376e-15 -1.37947952e-15],[-1.39210376e-45 -1.37947952e-45]
[ 8.36281060e+32 -2.03221871e+33],[ 8.44728343e+25 -2.05274617e+26],1e+30,[-1.25602960e-15  2.57651278e-15],[-1.25602960e-45  2.57651278e-45]
[-4.29077656e+33 -7.70449279e+33],[-4.33411774e+26 -7.78231595e+26],1e+30,[9.88321155e-16 5.79911435e-16],[9.88321155e-46 5.79911435e-46]
[ 1.01952473e+32 -5.33780225e+33],[ 1.02982297e+25 -5.39171944e+26],1e+30,[-5.01042398e-17  1.62490747e-15],[-5.01042398e-47  1.62490747e-45]
[ 2.87363362e+31 -1.09450166e+34],[ 2.90266020e+24 -1.10555723e+27],1e+30,[4.48079292e-17 5.80253302e-16],[4.48079292e-47 5.80253302e-46]
[ 1.54312229e+34 -1.89178211e+33],[ 1.55870938e+27 -1.91089102e+26],1e+30,[-3.02291877e-16  1.70074336e-16],[-3.02291877e-46  1.70074336e-46]
[-3.76184251e+33 -6.20724415e+32],[-3.79984092e+26 -6.26994359e+25],1e+30,[7.47338022e-16 7.45270909e-16],[7.47338022e-46 7.45270909e-46]
[-1.65388804e+34 -7.28599003e+33],[-1.67059398e+27 -7.35958589e+26],1e+30,[-5.94518792e-17  1.92895291e-16],[-5.94518792e-47  1.92895291e-46]
[-5.91186795e+35 -7.66527731e+34],[-5.97158379e+28 -7.74270436e+27],1e+30,[1.90162293e-19 2.47276862e-20],[1.90162293e-49 2.47276862e-50]
[1.01938028e+34 7.49697020e+33],[1.02967705e+27 7.57269717e+26],1e+30,[-3.64161175e-16 -1.95587314e-16],[-3.64161175e-46 -1.95587314e-46]
[-1.85631529e+33 -1.24829421e+33],[-1.87506595e+26 -1.26090325e+26],1e+30,[1.49360068e-16 7.12132296e-16],[1.49360068e-46 7.12132296e-46]
[-2.18695697e+33  2.12565101e+33],[-2.20904744e+26  2.14712223e+26],1e+30,[ 3.96778029e-15 -1.08330302e-14],[ 3.96778029e-45 -1.08330302e-44]
[-4.57162869e+33  4.68330992e+33],[-4.61780676e+26  4.73061608e+26],1e+30,[ 1.01143899e-15 -6.22016663e-16],[ 1.01143899e-45 -6.22016663e-46]
[-2.35893994e+33 -2.07792397e+33],[-2.38276761e+26 -2.09891310e+26],1e+30,[2.16992041e-15 1.06671175e-15],[2.16992041e-45 1.06671175e-45]
[1.54299748e+34 5.15814642e+33],[1.55858332e+27 5.21024891e+26],1e+30,[-2.4092668e-16 -1.0000804e-16],[-2.4092668e-46 -1.0000804e-46]
[3.61533065e+33 1.52546561e+33],[3.65184914e+26 1.54087436e+26],1e+30,[-1.95491213e-15 -3.70815934e-15],[-1.95491213e-45 -3.70815934e-45]
[ 2.19772854e+34 -1.09774733e+34],[ 2.21992782e+27 -1.10883569e+27],1e+30,[-9.93907223e-17  4.10552500e-17],[-9.93907223e-47  4.10552500e-47]
[3.5530665e+32 4.2504356e+32],[3.58895606e+25 4.29336929e+25],1e+30,[2.31431913e-14 3.77604929e-14],[2.31431913e-44 3.77604929e-44]
[-2.17882514e+33 -3.83313472e+32],[-2.20083348e+26 -3.87185326e+25],1e+30,[-1.88075909e-15 -4.14095993e-17],[-1.88075909e-45 -4.14095993e-47]
[ 6.39929677e+32 -3.88178386e+32],[ 6.46393613e+25 -3.92099378e+25],1e+30,[-1.99113147e-15  5.51421156e-15],[-1.99113147e-45  5.51421156e-45]
[9.65201542e+32 4.22180202e+33],[9.74951079e+25 4.26444652e+26],1e+30,[-1.08613037e-15 -2.07848266e-15],[-1.08613037e-45 -2.07848266e-45]
[-2.02179749e+33 -1.25991715e+33],[-2.04221969e+26 -1.27264358e+26],1e+30,[9.08327926e-18 1.99184237e-15],[9.08327926e-48 1.99184237e-45]
[ 1.86893350e+34 -1.34051831e+34],[ 1.88781162e+27 -1.35405890e+27],1e+30,[-5.43009675e-17 -5.94304820e-17],[-5.43009675e-47 -5.94304820e-47]
[1.74780581e+33 2.92698807e+33],[1.76546042e+26 2.95655361e+26],1e+30,[2.05813785e-13 9.09765271e-14],[2.05813785e-43 9.09765271e-44]
[1.13405045e+33 2.87497447e+33],[1.14550550e+26 2.90401461e+26],1e+30,[-3.25144650e-14 -4.49723708e-14],[-3.25144650e-44 -4.49723708e-44]
[-4.62832279e+33  2.56831999e+33],[-4.67507353e+26  2.59426262e+26],1e+30,[ 1.67547790e-15 -1.24563996e-15],[ 1.67547790e-45 -1.24563996e-45]
[4.44633132e+34 5.91092226e+34],[4.49124376e+27 5.97062855e+27],1e+30,[-7.62663357e-18 -9.82005280e-18],[-7.62663357e-48 -9.82005280e-48]
[ 1.87216379e+32 -2.44128763e+32],[ 1.89107453e+25 -2.46594709e+25],1e+30,[-7.66955890e-17 -2.55261209e-15],[-7.66955890e-47 -2.55261209e-45]
[1.61482866e+33 3.83125637e+32],[1.63114006e+26 3.86995592e+25],1e+30,[-3.38193433e-14  1.59072798e-14],[-3.38193433e-44  1.59072798e-44]
[ 7.59813831e+33 -2.77138188e+33],[ 7.67488718e+26 -2.79937564e+26],1e+30,[-1.04778472e-15  3.46707232e-16],[-1.04778472e-45  3.46707232e-46]
[ 3.73258106e+33 -5.72971075e+33],[ 3.77028390e+26 -5.78758661e+26],1e+30,[-2.74000202e-16  7.25193850e-16],[-2.74000202e-46  7.25193850e-46]
[-8.11686848e+32 -3.07254019e+33],[-8.19885705e+25 -3.10357595e+26],1e+30,[-1.30732311e-14 -2.54300952e-14],[-1.30732311e-44 -2.54300952e-44]
[1.79948442e+32 8.31585707e+33],[1.81766103e+25 8.39985563e+26],1e+30,[-1.13114986e-16 -9.28824007e-16],[-1.13114986e-46 -9.28824007e-46]
[-2.92416932e+33 -4.10782403e+33],[-2.95370639e+26 -4.14931720e+26],1e+30,[2.43730565e-15 1.35282722e-15],[2.43730565e-45 1.35282722e-45]
[-9.53840072e+33  1.34599546e+34],[-9.63474820e+26  1.35959138e+27],1e+30,[ 1.27710424e-16 -1.86258937e-16],[ 1.27710424e-46 -1.86258937e-46]
[6.63516089e+33 9.89646836e+32],[6.70218272e+26 9.99643270e+25],1e+30,[-4.13260514e-16 -9.78423872e-16],[-4.13260514e-46 -9.78423872e-46]
[-7.81916254e+31 -5.53150807e+32],[-7.89814392e+24 -5.58738190e+25],1e+30,[4.65312783e-16 9.87093744e-16],[4.65312783e-46 9.87093744e-46]
[1.00523429e+32 3.30310636e+33],[1.01538818e+25 3.33647107e+26],1e+30,[-5.17557431e-15 -3.81778785e-15],[-5.17557431e-45 -3.81778785e-45]
[-1.04043273e+33  1.62448797e+33],[-1.05094215e+26  1.64089694e+26],1e+30,[ 2.10769851e-15 -2.37957471e-15],[ 2.10769851e-45 -2.37957471e-45]
[3.20038742e+33 5.96781686e+33],[3.23271456e+26 6.02809784e+26],1e+30,[-1.59777250e-15 -1.21528752e-15],[-1.59777250e-45 -1.21528752e-45]
[-3.64797348e+32 -2.52730328e+33],[-3.68482169e+25 -2.55283159e+26],1e+30,[5.06100454e-15 6.29528899e-14],[5.06100454e-45 6.29528899e-44]
[-2.43698036e+32  2.70123707e+33],[-2.46159633e+25  2.72852229e+26],1e+30,[ 2.12926912e-16 -1.93319549e-15],[ 2.12926912e-46 -1.93319549e-45]
[5.60515916e+33 2.12096249e+33],[5.66177693e+26 2.14238636e+26],1e+30,[-1.69798146e-15 -2.28992307e-16],[-1.69798146e-45 -2.28992307e-46]
[ 7.51281086e+33 -4.79979061e+33],[ 7.58869783e+26 -4.84827334e+26],1e+30,[-6.62305401e-16  3.70264864e-16],[-6.62305401e-46  3.70264864e-46]
[-5.97185613e+33  2.45935025e+34],[-6.03217791e+26  2.48419217e+27],1e+30,[ 2.54795425e-17 -9.97648120e-17],[ 2.54795425e-47 -9.97648120e-47]
[-3.54474488e+33  6.57887274e+33],[-3.58055038e+26  6.64532600e+26],1e+30,[ 6.84252150e-16 -1.14036774e-15],[ 6.84252150e-46 -1.14036774e-45]
[ 2.80271765e+32 -7.18664084e+32],[ 2.83102793e+25 -7.25923318e+25],1e+30,[7.47759547e-16 1.56147499e-15],[7.47759547e-46 1.56147499e-45]
[-5.40393537e+32 -1.71887882e+34],[-5.45852061e+25 -1.73624123e+27],1e+30,[8.39574315e-18 2.34132420e-16],[8.39574315e-48 2.34132420e-46]
[-1.04983480e+33 -1.24680564e+33],[-1.06043920e+26 -1.25939964e+26],1e+30,[7.35116435e-15 2.74947779e-15],[7.35116435e-45 2.74947779e-45]
[-8.20716368e+33 -1.26037615e+34],[-8.29006432e+26 -1.27310722e+27],1e+30,[1.60894528e-16 2.26193770e-16],[1.60894528e-46 2.26193770e-46]
[-1.44938997e+33  2.85716116e+33],[-1.46403027e+26  2.88602137e+26],1e+30,[-1.91941895e-16  1.62086392e-15],[-1.91941895e-46  1.62086392e-45]
[ 1.78616429e+34 -5.65041619e+33],[ 1.80420636e+27 -5.70749110e+26],1e+30,[-1.69945931e-16  6.12750453e-17],[-1.69945931e-46  6.12750453e-47]
[-1.94581138e+32  1.45727072e+34],[-1.96546604e+25  1.47199062e+27],1e+30,[-2.86404212e-17 -3.02288971e-16],[-2.86404212e-47 -3.02288971e-46]
[-8.48014713e+32 -1.32588423e+32],[-8.56580518e+25 -1.33927700e+25],1e+30,[5.22920164e-15 3.57604543e-16],[5.22920164e-45 3.57604543e-46]
[-8.10615655e+33 -2.59229823e+32],[-8.18803691e+26 -2.61848306e+25],1e+30,[ 1.22158104e-15 -3.96082122e-16],[ 1.22158104e-45 -3.96082122e-46]
[1.65815836e+33 1.37840691e+33],[1.67490743e+26 1.39233021e+26],1e+30,[-5.76082018e-16 -8.41943107e-16],[-5.76082018e-46 -8.41943107e-46]
[-1.42269231e+33  5.25973872e+33],[-1.43706294e+26  5.31286739e+26],1e+30,[1.19360399e-14 3.58928529e-15],[1.19360399e-44 3.58928529e-45]
[-1.66889176e+34  7.52925732e+33],[-1.68574925e+27  7.60531042e+26],1e+30,[ 1.91804356e-16 -8.66546737e-17],[ 1.91804356e-46 -8.66546737e-47]
[ 1.89094952e+34 -1.40821507e+34],[ 1.91005002e+27 -1.42243946e+27],1e+30,[-1.32850027e-16  1.94102739e-16],[-1.32850027e-46  1.94102739e-46]
[3.77165855e+33 3.58303611e+33],[3.80975611e+26 3.61922839e+26],1e+30,[-3.20857110e-15  3.78163511e-16],[-3.20857110e-45  3.78163511e-46]
[-3.47963349e+33  8.35708860e+32],[-3.51478130e+26  8.44150365e+25],1e+30,[ 2.47051357e-14 -6.53190787e-14],[ 2.47051357e-44 -6.53190787e-44]
[ 1.64249025e+33 -1.48837697e+33],[ 1.65908106e+26 -1.50341108e+26],1e+30,[-2.10613996e-15 -9.66272048e-17],[-2.10613996e-45 -9.66272048e-47]
[ 1.13704561e+33 -3.28766487e+33],[ 1.14853092e+26 -3.32087361e+26],1e+30,[-3.53041256e-15  3.45694142e-15],[-3.53041256e-45  3.45694142e-45]
[-6.77329718e+31  5.12690014e+32],[-6.84171425e+24  5.17868701e+25],1e+30,[-1.48046049e-15  3.14550249e-16],[-1.48046049e-45  3.14550249e-46]
[ 3.40010339e+33 -6.92527049e+33],[ 3.43444786e+26 -6.99522272e+26],1e+30,[-3.87945483e-16  8.43692760e-16],[-3.87945483e-46  8.43692760e-46]
[4.20807848e+33 4.37254650e+33],[4.25058432e+26 4.41671364e+26],1e+30,[-1.26573045e-15 -1.13163912e-15],[-1.26573045e-45 -1.13163912e-45]
[-3.32695370e+33 -6.82364271e+33],[-3.36055978e+26 -6.89256825e+26],1e+30,[4.10741910e-16 4.08745088e-16],[4.10741910e-46 4.08745088e-46]
[-4.27844586e+33 -2.20007765e+33],[-4.32166249e+26 -2.22230066e+26],1e+30,[ 2.76619079e-15 -8.98572963e-16],[ 2.76619079e-45 -8.98572963e-46]
[ 3.49254652e+32 -1.98872751e+32],[ 3.52782477e+25 -2.00881567e+25],1e+30,[-1.33853534e-15 -1.50177253e-15],[-1.33853534e-45 -1.50177253e-45]
[ 7.76661995e+32 -9.02739191e+32],[ 7.84507065e+25 -9.11857770e+25],1e+30,[-8.05076388e-15 -9.21087289e-15],[-8.05076388e-45 -9.21087289e-45]
[-4.19355878e+33 -9.98829873e+33],[-4.23591796e+26 -1.00891906e+27],1e+30,[5.43050926e-16 8.99991229e-16],[5.43050926e-46 8.99991229e-46]
[ 2.30241997e+33 -3.89643504e+32],[ 2.32567673e+26 -3.93579297e+25],1e+30,[-1.48532455e-14 -6.50743071e-15],[-1.48532455e-44 -6.50743071e-45]
[-5.65105180e+33  1.08902715e+33],[-5.70813314e+26  1.10002742e+26],1e+30,[1.54415579e-15 1.53573137e-16],[1.54415579e-45 1.53573137e-46]
[-3.92896687e+34 -2.59197267e+34],[-3.96865340e+27 -2.61815421e+27],1e+30,[2.35423561e-17 1.50895685e-17],[2.35423561e-47 1.50895685e-47]
[6.82708722e+33 1.03041064e+34],[6.89604770e+26 1.04081883e+27],1e+30,[-2.41276339e-16 -3.56192815e-16],[-2.41276339e-46 -3.56192815e-46]
[-5.51686400e+33  9.64257445e+33],[-5.57258990e+26  9.73997419e+26],1e+30,[ 7.86785932e-17 -7.09640597e-16],[ 7.86785932e-47 -7.09640597e-46]
[ 8.05358808e+33 -1.28856562e+33],[ 8.13493745e+26 -1.30158143e+26],1e+30,[-9.34123394e-16  7.37466958e-17],[-9.34123394e-46  7.37466958e-47]
[-2.57824155e+33 -4.68197733e+32],[-2.60428440e+26 -4.72927003e+25],1e+30,[2.64084763e-15 1.62839784e-15],[2.64084763e-45 1.62839784e-45]
[1.61450478e+33 3.76650081e+33],[1.63081291e+26 3.80454627e+26],1e+30,[-3.21093538e-15  3.27867984e-15],[-3.21093538e-45  3.27867984e-45]
[-9.23376543e+31 -3.70557460e+33],[-9.32703567e+24 -3.74300465e+26],1e+30,[1.16204692e-14 1.71325063e-14],[1.16204692e-44 1.71325063e-44]
[-1.41422923e+34  1.12156899e+34],[-1.42851437e+27  1.13289797e+27],1e+30,[ 1.46554295e-16 -2.42768785e-16],[ 1.46554295e-46 -2.42768785e-46]
[-2.82392233e+33 -1.06513413e+34],[-2.85244680e+26 -1.07589306e+27],1e+30,[9.39537590e-17 5.72221401e-16],[9.39537590e-47 5.72221401e-46]
[7.0425579e+32 1.6485767e+33],[7.11369484e+25 1.66522899e+26],1e+30,[ 3.90113574e-15 -4.48827780e-16],[ 3.90113574e-45 -4.48827780e-46]
[-8.51901999e+33 -4.27653901e+33],[-8.60507070e+26 -4.31973638e+26],1e+30,[6.38365271e-16 4.73692419e-16],[6.38365271e-46 4.73692419e-46]
[ 2.80519614e+33 -5.06931534e+33],[ 2.83353146e+26 -5.12052054e+26],1e+30,[-5.19688582e-16  9.70358871e-16],[-5.19688582e-46  9.70358871e-46]
[-2.45597254e+33  6.35733775e+33],[-2.48078034e+26  6.42155328e+26],1e+30,[ 5.30094433e-16 -1.21271224e-15],[ 5.30094433e-46 -1.21271224e-45]
[-8.41748017e+32 -3.58041968e+33],[-8.50250522e+25 -3.61658554e+26],1e+30,[1.54014539e-15 4.75478395e-15],[1.54014539e-45 4.75478395e-45]
[ 2.55423186e+33 -3.93549590e+33],[ 2.58003218e+26 -3.97524838e+26],1e+30,[-1.11272739e-15  1.39122732e-15],[-1.11272739e-45  1.39122732e-45]
[-8.11784193e+29  1.10913998e+33],[-8.19982751e+22  1.12034342e+26],1e+30,[-4.32933088e-15 -1.65446387e-15],[-4.32933088e-45 -1.65446387e-45]
[-7.11565578e+32  1.77506554e+33],[-7.18753108e+25  1.79299549e+26],1e+30,[ 2.78591784e-15 -1.33399803e-15],[ 2.78591784e-45 -1.33399803e-45]
[ 3.38456516e+34 -8.70100066e+33],[ 3.41875269e+27 -8.78888956e+26],1e+30,[-5.13392364e-17  1.17224666e-17],[-5.13392364e-47  1.17224666e-47]
[1.40873052e+33 7.79019897e+32],[1.42296013e+26 7.86888785e+25],1e+30,[-1.24019818e-16 -4.05102070e-16],[-1.24019818e-46 -4.05102070e-46]
[-5.02978302e+33 -2.09560673e+32],[-5.08058891e+26 -2.11677448e+25],1e+30,[ 1.38390958e-15 -3.42745134e-16],[ 1.38390958e-45 -3.42745134e-46]
[-5.01314268e+33  6.86426536e+33],[-5.06378049e+26  6.93360137e+26],1e+30,[ 6.25747899e-16 -7.58063680e-16],[ 6.25747899e-46 -7.58063680e-46]
[ 4.11909319e+33 -1.26697871e+33],[ 4.16070020e+26 -1.27977648e+26],1e+30,[-2.50676337e-15  6.67715043e-16],[-2.50676337e-45  6.67715043e-46]
[-1.33469732e+32  1.29784128e+33],[-1.34817911e+25  1.31095079e+26],1e+30,[ 8.54294037e-15 -2.60422888e-14],[ 8.54294037e-45 -2.60422888e-44]
[-5.59693054e+33 -6.13125567e+32],[-5.65346519e+26 -6.19318755e+25],1e+30,[-4.67383067e-15  7.88889884e-15],[-4.67383067e-45  7.88889884e-45]
[-4.02594287e+34  2.41077792e+34],[-4.06660896e+27  2.43512921e+27],1e+30,[ 2.68389470e-17 -1.63662088e-17],[ 2.68389470e-47 -1.63662088e-47]
[-3.95149777e+32 -2.39533995e+33],[-3.99141188e+25 -2.41953531e+26],1e+30,[ 5.52325104e-15 -3.98133367e-15],[ 5.52325104e-45 -3.98133367e-45]
[-1.44003151e+31 -3.43712731e+32],[-1.45457728e+24 -3.47184577e+25],1e+30,[-1.34547784e-15 -1.04706598e-15],[-1.34547784e-45 -1.04706598e-45]
[5.16783381e+33 2.10791311e+33],[5.22003415e+26 2.12920516e+26],1e+30,[-1.80683206e-15  3.25798494e-17],[-1.80683206e-45  3.25798494e-47]
[ 4.81386483e+32 -6.71039027e+33],[ 4.86248973e+25 -6.77817199e+26],1e+30,[2.87586517e-16 2.79522926e-15],[2.87586517e-46 2.79522926e-45]
[1.15189194e+34 2.20491600e+33],[1.16352721e+27 2.22718788e+26],1e+30,[-5.30233296e-16 -2.10936338e-16],[-5.30233296e-46 -2.10936338e-46]
[ 1.89412985e+34 -2.19385982e+33],[ 1.91326248e+27 -2.21602002e+26],1e+30,[-1.78989359e-16  3.01913641e-17],[-1.78989359e-46  3.01913641e-47]
[4.91748932e+33 1.09996721e+34],[4.96716093e+26 1.11107799e+27],1e+30,[-2.08533521e-16 -4.34638346e-16],[-2.08533521e-46 -4.34638346e-46]
[ 1.67593199e+33 -2.63618565e+33],[ 1.69286060e+26 -2.66281379e+26],1e+30,[-1.42540827e-15  4.62769373e-15],[-1.42540827e-45  4.62769373e-45]
[2.48383079e+33 2.76276439e+33],[2.50891999e+26 2.79067110e+26],1e+30,[-2.71091783e-15 -2.93729857e-15],[-2.71091783e-45 -2.93729857e-45]
[ 1.86242138e+33 -5.75485770e+31],[ 1.88123371e+26 -5.81298760e+24],1e+30,[-3.01065570e-15 -4.11814342e-16],[-3.01065570e-45 -4.11814342e-46]
[-1.77212262e+33 -7.47959477e+33],[-1.79002285e+26 -7.55514623e+26],1e+30,[4.59856119e-16 9.90152856e-16],[4.59856119e-46 9.90152856e-46]
[-2.21302783e+32  3.70268929e+33],[-2.23538162e+25  3.74009019e+26],1e+30,[-3.66994316e-15  2.81390015e-16],[-3.66994316e-45  2.81390015e-46]
[ 5.54585061e+33 -1.65203860e+34],[ 5.60186931e+26 -1.66872586e+27],1e+30,[-5.39660301e-17  1.89585266e-16],[-5.39660301e-47  1.89585266e-46]
[-4.70665879e+33 -2.75340813e+33],[-4.75420080e+26 -2.78122034e+26],1e+30,[2.36204328e-15 1.21702929e-15],[2.36204328e-45 1.21702929e-45]
[ 4.30907272e+33 -7.57520614e+33],[ 4.35259871e+26 -7.65172338e+26],1e+30,[-4.63005845e-16  8.49248122e-16],[-4.63005845e-46  8.49248122e-46]
[5.00798201e+33 5.83505715e+32],[5.05856768e+26 5.89399713e+25],1e+30,[-1.38510573e-16 -1.35836247e-15],[-1.38510573e-46 -1.35836247e-45]
[-4.69030034e+32  3.80078079e+32],[-4.73767712e+25  3.83917249e+25],1e+30,[-6.10036835e-16  4.99021746e-15],[-6.10036835e-46  4.99021746e-45]
[-5.15029686e+33  1.92474710e+34],[-5.20232005e+26  1.94418899e+27],1e+30,[ 4.81833011e-17 -1.68976442e-16],[ 4.81833011e-47 -1.68976442e-46]
[ 6.98165227e+33 -3.34573681e+33],[ 7.05217402e+26 -3.37953212e+26],1e+30,[-1.63612691e-15  2.69838181e-16],[-1.63612691e-45  2.69838181e-46]
[-2.99230450e+33  1.75022536e+33],[-3.0225298e+26  1.7679044e+26],1e+30,[ 2.07592083e-15 -6.86880398e-16],[ 2.07592083e-45 -6.86880398e-46]
[-8.26712394e+33 -2.95548285e+33],[-8.35063024e+26 -2.98533621e+26],1e+30,[6.45019664e-16 4.58613037e-16],[6.45019664e-46 4.58613037e-46]
[-1.31624457e+33  1.12407750e+33],[-1.32953997e+26  1.13543182e+26],1e+30,[-2.80394936e-15 -2.79242710e-14],[-2.80394936e-45 -2.79242710e-44]
[-2.29425960e+33  1.91611803e+33],[-2.31743394e+26  1.93547276e+26],1e+30,[ 3.54811935e-15 -1.50582077e-16],[ 3.54811935e-45 -1.50582077e-46]
[ 5.98475919e+33 -1.37304221e+34],[ 6.04521130e+26 -1.38691132e+27],1e+30,[-1.18377724e-16  2.75779246e-16],[-1.18377724e-46  2.75779246e-46]
[ 2.84267551e+33 -7.57175868e+33],[ 2.87138941e+26 -7.64824110e+26],1e+30,[-8.31774346e-16  5.90939094e-16],[-8.31774346e-46  5.90939094e-46]
[-4.60015843e+33  1.50529126e+34],[-4.64662468e+26  1.52049623e+27],1e+30,[ 8.57727640e-17 -2.24260797e-16],[ 8.57727640e-47 -2.24260797e-46]
[-2.89830479e+32 -6.56531933e+32],[-2.92758060e+25 -6.63163569e+25],1e+30,[1.38819263e-15 3.78098536e-15],[1.38819263e-45 3.78098536e-45]
[2.69516480e+34 5.01914766e+34],[2.72238869e+27 5.06984612e+27],1e+30,[-1.01001178e-17 -1.86182429e-17],[-1.01001178e-47 -1.86182429e-47]
[-1.40956918e+33  4.48903806e+33],[-1.42380726e+26  4.53438188e+26],1e+30,[-1.66699017e-15 -1.12286328e-14],[-1.66699017e-45 -1.12286328e-44]
[4.85578980e+34 3.81993321e+35],[4.90483818e+27 3.85851839e+28],1e+30,[-5.73492315e-20 -4.53750890e-19],[-5.73492315e-50 -4.53750890e-49]
[-3.14462033e+33 -1.27989913e+33],[-3.17638417e+26 -1.29282740e+26],1e+30,[-9.98044541e-16 -6.18916388e-15],[-9.98044541e-46 -6.18916388e-45]
[ 6.80111128e+32 -9.01951504e+32],[ 6.86980937e+25 -9.11062125e+25],1e+30,[ 1.40274096e-15 -3.85245625e-15],[ 1.40274096e-45 -3.85245625e-45]
[ 6.90902540e+32 -5.94885393e+33],[ 6.97881354e+25 -6.00894336e+26],1e+30,[-2.54379512e-16  1.03356485e-15],[-2.54379512e-46  1.03356485e-45]
[-7.38503020e+32 -3.41976708e+33],[-7.45962647e+25 -3.45431018e+26],1e+30,[1.53019739e-15 2.80196949e-15],[1.53019739e-45 2.80196949e-45]
[-3.18035724e+33 -1.36218456e+33],[-3.21248206e+26 -1.37594400e+26],1e+30,[5.63061129e-15 9.07101938e-15],[5.63061129e-45 9.07101938e-45]
[ 4.03801692e+33 -5.34997524e+33],[ 4.07880497e+26 -5.40401539e+26],1e+30,[1.53725224e-16 1.37246662e-15],[1.53725224e-46 1.37246662e-45]
[1.00899145e+34 1.46514130e+34],[1.01918328e+27 1.47994070e+27],1e+30,[-9.61201003e-17 -1.80242066e-16],[-9.61201003e-47 -1.80242066e-46]
[ 5.33736518e+33 -2.78795042e+33],[ 5.39127796e+26 -2.81611153e+26],1e+30,[-1.03883697e-15 -6.58599905e-16],[-1.03883697e-45 -6.58599905e-46]
[-4.27376533e+33  2.55060545e+33],[-4.31693468e+26  2.57636914e+26],1e+30,[ 8.87841185e-16 -1.15361873e-15],[ 8.87841185e-46 -1.15361873e-45]
[-9.09102265e+32  4.68610063e+33],[-9.18285116e+25  4.73343498e+26],1e+30,[9.85014301e-17 6.87329203e-17],[9.85014301e-47 6.87329203e-47]
[-1.59233073e+33 -4.19387811e+33],[-1.60841487e+26 -4.23624052e+26],1e+30,[-3.27912582e-16  2.95686533e-15],[-3.27912582e-46  2.95686533e-45]
[-3.83394075e+33 -1.79759757e+33],[-3.87266743e+26 -1.81575512e+26],1e+30,[5.56779843e-16 2.61306834e-16],[5.56779843e-46 2.61306834e-46]
[2.10098645e+33 1.33785260e+34],[2.12220853e+26 1.35136627e+27],1e+30,[-7.19362920e-17 -3.48855161e-16],[-7.19362920e-47 -3.48855161e-46]
[ 3.39562329e+32 -9.50288576e+33],[ 3.42992251e+25 -9.59887451e+26],1e+30,[-2.73899744e-16  8.75302630e-16],[-2.73899744e-46  8.75302630e-46]
